chr	start	end	length	count	peak
chr1	981550	982132	582	18.0	981643
chr1	984780	985403	623	13.0	985264
chr1	985480	985774	294	16.0	985691
chr1	985883	986117	234	8.3	985961
chr1	991983	992247	264	13.0	992111
chr1	992532	992778	246	15.0	992679
chr1	993731	994021	290	13.0	993818
chr1	995915	996209	294	7.4	995993
chr1	999866	1000233	367	15.0	1000012
chr1	1011290	1011625	335	13.0	1011364
chr1	1012906	1013238	332	16.0	1012960
chr1	1013993	1014689	696	19.0	1014275
chr1	1169804	1170274	470	15.0	1169920
chr1	1170310	1171120	810	26.0	1170802
chr1	1171281	1171777	496	25.0	1171476
chr1	1171838	1172049	211	18.0	1171937
chr1	1172184	1172503	319	8.3	1172409
chr1	1172590	1174026	1436	24.0	1172721
chr1	1174312	1175293	981	24.0	1175167
chr1	1216770	1217203	433	15.0	1216985
chr1	1219819	1220047	228	18.0	1219907
chr1	1220088	1220377	289	7.4	1220145
chr1	1220987	1221505	518	18.0	1221269
chr1	1221771	1222009	238	15.0	1221902
chr1	1245017	1245428	411	16.0	1245097
chr1	1245477	1245928	451	22.0	1245681
chr1	1245968	1247488	1520	33.0	1247174
chr1	1249724	1249966	242	13.0	1249876
chr1	1249998	1251090	1092	22.0	1250973
chr1	1252546	1252771	225	12.0	1252637
chr1	1254769	1254977	208	13.0	1254845
chr1	1255041	1256008	967	37.0	1255181
chr1	1261928	1262144	216	17.0	1262033
chr1	1264092	1264680	588	21.0	1264482
chr1	1285041	1285388	347	19.0	1285306
chr1	1286769	1287609	840	25.0	1287194
chr1	1287682	1288052	370	18.0	1287820
chr1	1288099	1290501	2402	49.0	1289672
chr1	1290636	1291424	788	16.0	1291073
chr1	1291508	1292003	495	22.0	1291703
chr1	1293803	1294672	869	22.0	1294013
chr1	1294808	1295090	282	20.0	1294956
chr1	1295341	1295642	301	12.0	1295467
chr1	1296193	1296999	806	70.0	1296722
chr1	1335079	1337285	2206	71.0	1336757
chr1	1337354	1337895	541	51.0	1337695
chr1	1341852	1342085	233	15.0	1341956
chr1	1342837	1343056	219	23.0	1342960
chr1	1346423	1347267	844	32.0	1347173
chr1	1375596	1375842	246	8.3	1375625
chr1	1391617	1392000	383	18.0	1391772
chr1	1412660	1412986	326	17.0	1412756
chr1	1413141	1414614	1473	50.0	1414087
chr1	1418218	1419404	1186	44.0	1418465
chr1	1419607	1419830	223	38.0	1419704
chr1	1421163	1421793	630	18.0	1421653
chr1	1422116	1422319	203	16.0	1422218
chr1	1423861	1424097	236	23.0	1423989
chr1	1425264	1426436	1172	24.0	1425399
chr1	1430860	1432544	1684	27.0	1431742
chr1	1432762	1433157	395	8.3	1433034
chr1	1433291	1433659	368	22.0	1433534
chr1	1438918	1439180	262	24.0	1439048
chr1	1440424	1440662	238	20.0	1440587
chr1	1446407	1446658	251	22.0	1446532
chr1	1446788	1447065	277	34.0	1446923
chr1	1451249	1451752	503	44.0	1451491
chr1	1452098	1452726	628	25.0	1452614
chr1	1456469	1456695	226	60.0	1456586
chr1	1457440	1457646	206	26.0	1457513
chr1	1459278	1459520	242	14.0	1459376
chr1	1461459	1461661	202	14.0	1461561
chr1	1461882	1462978	1096	33.0	1462845
chr1	1469660	1470364	704	30.0	1469910
chr1	1470526	1471288	762	25.0	1471152
chr1	1471333	1471613	280	25.0	1471492
chr1	1537413	1538034	621	38.0	1537902
chr1	1540135	1540541	406	30.0	1540402
chr1	1540584	1541898	1314	60.0	1541007
chr1	1553326	1554293	967	26.0	1553912
chr1	1554344	1555122	778	28.0	1554871
chr1	1555468	1556259	791	14.0	1556114
chr1	1558751	1559167	416	14.0	1559043
chr1	1560177	1560886	709	11.0	1560585
chr1	1561045	1561691	646	24.0	1561276
chr1	1562653	1563029	376	15.0	1562778
chr1	1563136	1563362	226	7.4	1563354
chr1	1563660	1564213	553	14.0	1564098
chr1	1570088	1570515	427	18.0	1570414
chr1	1571821	1572044	223	15.0	1571912
chr1	1595831	1596058	227	16.0	1595922
chr1	1623773	1624055	282	18.0	1623944
chr1	1633095	1633305	210	8.3	1633228
chr1	1634181	1634865	684	16.0	1634734
chr1	1661977	1662319	342	14.0	1662121
chr1	1681566	1681817	251	8.3	1681678
chr1	1712179	1712386	207	11.0	1712291
chr1	1712434	1712849	415	17.0	1712725
chr1	1713202	1713622	420	13.0	1713418
chr1	1754540	1756904	2364	15.0	1756896
chr1	1822967	1824443	1476	39.0	1823813
chr1	1824579	1827220	2641	68.0	1825480
chr1	1840862	1841150	288	22.0	1840955
chr1	1842096	1842505	409	19.0	1842356
chr1	1842586	1842828	242	13.0	1842697
chr1	1845091	1845905	814	20.0	1845400
chr1	1846690	1847017	327	13.0	1846959
chr1	1847958	1848290	332	19.0	1848050
chr1	1849389	1849665	276	11.0	1849527
chr1	1982165	1982404	239	11.0	1982262
chr1	1982446	1982898	452	19.0	1982537
chr1	1991421	1993176	1755	35.0	1992047
chr1	2000047	2000264	217	13.0	2000157
chr1	2001235	2001487	252	15.0	2001357
chr1	2001545	2001877	332	13.0	2001675
chr1	2001937	2002188	251	22.0	2002058
chr1	2002295	2002552	257	16.0	2002402
chr1	2003523	2004240	717	23.0	2003973
chr1	2004371	2004729	358	12.0	2004595
chr1	2004798	2005199	401	20.0	2005052
chr1	2005264	2005465	201	12.0	2005377
chr1	2005546	2005783	237	20.0	2005682
chr1	2005878	2006182	304	9.5	2006055
chr1	2006278	2006490	212	9.5	2006369
chr1	2006646	2006878	232	11.0	2006732
chr1	2007055	2007599	544	19.0	2007486
chr1	2013836	2014374	538	18.0	2014275
chr1	2016156	2016459	303	55.0	2016322
chr1	2016920	2017156	236	9.5	2017078
chr1	2017560	2017778	218	18.0	2017665
chr1	2021145	2021468	323	9.5	2021192
chr1	2021589	2021813	224	8.3	2021670
chr1	2031720	2032082	362	14.0	2031958
chr1	2034801	2036413	1612	32.0	2035250
chr1	2037085	2037669	584	17.0	2037577
chr1	2041083	2041515	432	15.0	2041199
chr1	2042188	2042780	592	16.0	2042604
chr1	2045105	2045513	408	17.0	2045369
chr1	2060821	2061094	273	14.0	2060956
chr1	2066846	2067142	296	15.0	2067015
chr1	2067347	2067560	213	20.0	2067487
chr1	2067655	2068223	568	30.0	2067956
chr1	2068378	2068779	401	14.0	2068511
chr1	2068836	2069117	281	11.0	2068930
chr1	2069196	2069502	306	11.0	2069313
chr1	2069586	2070364	778	20.0	2070031
chr1	2070655	2071141	486	14.0	2070879
chr1	2071236	2071572	336	15.0	2071376
chr1	2071679	2072416	737	19.0	2071768
chr1	2075541	2075854	313	14.0	2075752
chr1	2085458	2085833	375	13.0	2085684
chr1	2091698	2092935	1237	35.0	2092029
chr1	2094955	2095323	368	11.0	2095037
chr1	2104103	2105370	1267	34.0	2105057
chr1	2105410	2105653	243	17.0	2105542
chr1	2105699	2106043	344	9.5	2105908
chr1	2111324	2112063	739	29.0	2111920
chr1	2112096	2112578	482	23.0	2112201
chr1	2112810	2113161	351	12.0	2113072
chr1	2114234	2115220	986	33.0	2114885
chr1	2115368	2115800	432	14.0	2115516
chr1	2116070	2116380	310	12.0	2116144
chr1	2116431	2116716	285	11.0	2116572
chr1	2120770	2121842	1072	33.0	2121717
chr1	2122180	2122480	300	11.0	2122242
chr1	2122540	2122866	326	12.0	2122745
chr1	2125293	2125750	457	42.0	2125540
chr1	2125805	2126037	232	13.0	2125880
chr1	2131808	2132344	536	17.0	2131911
chr1	2132523	2132752	229	14.0	2132656
chr1	2133230	2133500	270	22.0	2133354
chr1	2136707	2137039	332	11.0	2136794
chr1	2138215	2138584	369	12.0	2138309
chr1	2139848	2140268	420	19.0	2140158
chr1	2140319	2140814	495	21.0	2140393
chr1	2140859	2141073	214	16.0	2140986
chr1	2141115	2141571	456	15.0	2141426
chr1	2141750	2141967	217	8.3	2141799
chr1	2143791	2148349	4558	49.0	2146748
chr1	2148918	2149167	249	34.0	2149019
chr1	2160205	2160429	224	9.5	2160323
chr1	2160526	2162543	2017	69.0	2161377
chr1	2169368	2169893	525	13.0	2169830
chr1	2169930	2170265	335	11.0	2170019
chr1	2170300	2170509	209	15.0	2170407
chr1	2170745	2172017	1272	42.0	2171582
chr1	2175419	2175619	200	37.0	2175488
chr1	2175780	2175992	212	17.0	2175876
chr1	2178146	2178805	659	27.0	2178431
chr1	2181465	2181808	343	9.5	2181648
chr1	2183296	2183554	258	9.5	2183452
chr1	2183939	2184169	230	11.0	2184069
chr1	2184264	2184666	402	37.0	2184399
chr1	2184901	2185758	857	37.0	2185166
chr1	2194371	2194610	239	20.0	2194493
chr1	2195754	2196005	251	13.0	2195857
chr1	2196309	2196543	234	12.0	2196399
chr1	2197132	2197353	221	65.0	2197215
chr1	2198714	2199181	467	17.0	2198993
chr1	2199228	2199479	251	17.0	2199359
chr1	2199527	2200224	697	24.0	2200089
chr1	2200577	2201321	744	27.0	2201166
chr1	2201842	2202479	637	13.0	2202353
chr1	2202543	2202811	268	11.0	2202651
chr1	2204100	2204334	234	9.5	2204239
chr1	2204554	2205058	504	11.0	2204625
chr1	2205903	2206250	347	12.0	2206163
chr1	2206575	2206892	317	11.0	2206707
chr1	2210737	2211133	396	28.0	2211025
chr1	2211182	2212894	1712	62.0	2212760
chr1	2213001	2214246	1245	80.0	2213446
chr1	2214301	2214804	503	17.0	2214560
chr1	2215849	2216176	327	19.0	2215961
chr1	2217200	2217577	377	42.0	2217432
chr1	2217678	2217925	247	63.0	2217780
chr1	2221036	2223177	2141	50.0	2221292
chr1	2224296	2224636	340	13.0	2224388
chr1	2230341	2230736	395	13.0	2230590
chr1	2235195	2236190	995	26.0	2235598
chr1	2236417	2238198	1781	39.0	2237575
chr1	2241847	2243005	1158	19.0	2242293
chr1	2323276	2328185	4909	76.0	2324212
chr1	2332108	2335005	2897	85.0	2334822
chr1	2335161	2335636	475	30.0	2335505
chr1	2335669	2337294	1625	42.0	2336376
chr1	2337328	2337707	379	19.0	2337432
chr1	2337767	2338345	578	19.0	2337893
chr1	2338394	2338788	394	12.0	2338510
chr1	2339049	2339414	365	18.0	2339307
chr1	2344576	2346347	1771	24.0	2344942
chr1	2346631	2349635	3004	51.0	2348194
chr1	2350055	2350621	566	13.0	2350421
chr1	2350736	2350979	243	15.0	2350796
chr1	2351022	2351323	301	12.0	2351230
chr1	2466922	2467652	730	18.0	2467107
chr1	2473820	2474062	242	9.5	2473922
chr1	2474285	2474599	314	19.0	2474415
chr1	2478440	2478803	363	14.0	2478682
chr1	2478897	2479114	217	15.0	2479017
chr1	2479195	2479515	320	14.0	2479284
chr1	2479738	2479961	223	11.0	2479841
chr1	2518287	2519081	794	22.0	2518526
chr1	2519211	2519679	468	24.0	2519486
chr1	2519756	2520805	1049	27.0	2520243
chr1	2520842	2521399	557	15.0	2520988
chr1	2521551	2521858	307	8.3	2521616
chr1	2522082	2522357	275	13.0	2522227
chr1	2987599	2987880	281	11.0	2987775
chr1	2987966	2988765	799	27.0	2988527
chr1	2988833	2989777	944	19.0	2989206
chr1	2989934	2990745	811	26.0	2990448
chr1	2992190	2992427	237	14.0	2992331
