chr	start	end	length	count	peak
chr1	1204841	1205139	298	37.0	1204936
chr1	1205426	1206574	1148	37.0	1205862
chr1	1229024	1229313	289	14.0	1229258
chr1	1229781	1230196	415	35.0	1229968
chr1	1230728	1230934	206	19.0	1230855
chr1	1233218	1233428	210	14.0	1233281
chr1	1236881	1237094	213	21.0	1236995
chr1	1237131	1237426	295	29.0	1237415
chr1	1240263	1240468	205	14.0	1240391
chr1	1247971	1248358	387	39.0	1248221
chr1	1248749	1249195	446	12.0	1248907
chr1	1251706	1251928	222	14.0	1251796
chr1	1252075	1252297	222	72.0	1252217
chr1	1253245	1253545	300	75.0	1253378
chr1	1253749	1254010	261	27.0	1253863
chr1	1254473	1254810	337	41.0	1254692
chr1	1265066	1265479	413	12.0	1265215
chr1	1265725	1266268	543	21.0	1265963
chr1	1266317	1266536	219	23.0	1266424
chr1	1266626	1266930	304	19.0	1266671
chr1	1267298	1267571	273	12.0	1267364
chr1	1268996	1269880	884	56.0	1269426
chr1	1270071	1270379	308	12.0	1270309
chr1	1270492	1271066	574	29.0	1270931
chr1	1271444	1271897	453	19.0	1271734
chr1	1271973	1272174	201	14.0	1272033
chr1	1274796	1275199	403	17.0	1275148
chr1	1275334	1275696	362	19.0	1275515
chr1	1276816	1277339	523	25.0	1277179
chr1	1277421	1277738	317	29.0	1277439
chr1	1277781	1278505	724	23.0	1277854
chr1	1279246	1279458	212	10.0	1279319
chr1	1281307	1281509	202	14.0	1281426
chr1	1313643	1313895	252	29.0	1313766
chr1	1319573	1319894	321	12.0	1319665
chr1	1320504	1320817	313	31.0	1320618
chr1	1331679	1332284	605	62.0	1332094
chr1	1338233	1338500	267	27.0	1338381
chr1	1338617	1338919	302	37.0	1338722
chr1	1339161	1339494	333	37.0	1339388
chr1	1339537	1339834	297	43.0	1339629
chr1	1339884	1340213	329	70.0	1340028
chr1	1340351	1340763	412	48.0	1340553
chr1	1341403	1341738	335	43.0	1341513
chr1	1342292	1342541	249	12.0	1342463
chr1	1463373	1463648	275	14.0	1463487
chr1	1472488	1472723	235	10.0	1472636
chr1	1473890	1474153	263	14.0	1474022
chr1	1474224	1474443	219	10.0	1474304
chr1	1475953	1476472	519	21.0	1476082
chr1	1476645	1476915	270	21.0	1476775
chr1	1478965	1479172	207	14.0	1479066
chr1	1480074	1480346	272	25.0	1480172
chr1	1491128	1491365	237	19.0	1491241
chr1	1491446	1491724	278	8.3	1491584
chr1	1492911	1493168	257	19.0	1493060
chr1	1495002	1495526	524	58.0	1495321
chr1	1495568	1496001	433	19.0	1495663
chr1	1496398	1496810	412	87.0	1496587
chr1	1496945	1497388	443	19.0	1497044
chr1	1498634	1498913	279	58.0	1498807
chr1	1533492	1533958	466	46.0	1533606
chr1	1550797	1551003	206	25.0	1550904
chr1	1571318	1572394	1076	58.0	1571792
chr1	1572916	1573233	317	14.0	1573155
chr1	1574301	1574599	298	25.0	1574429
chr1	1574914	1575235	321	10.0	1574969
chr1	1575569	1575799	230	10.0	1575754
chr1	1576247	1576482	235	33.0	1576468
chr1	1577022	1577276	254	41.0	1577067
chr1	1580453	1580687	234	43.0	1580554
chr1	1581170	1581375	205	23.0	1581250
chr1	1582522	1583343	821	41.0	1582814
chr1	1583377	1584530	1153	46.0	1583851
chr1	1587105	1587312	207	10.0	1587220
chr1	1594922	1595184	262	72.0	1595041
chr1	1595413	1595616	203	41.0	1595530
chr1	1599298	1599585	287	25.0	1599496
chr1	1600421	1601147	726	6.1	1600784
chr1	1601720	1602133	413	21.0	1601949
chr1	1607678	1607972	294	14.0	1607756
chr1	1609227	1609621	394	17.0	1609478
chr1	1609721	1610127	406	35.0	1609940
chr1	1612257	1612483	226	41.0	1612341
chr1	1617483	1617762	279	33.0	1617632
chr1	1634518	1634753	235	21.0	1634643
chr1	1637511	1637808	297	31.0	1637613
chr1	1640232	1640572	340	118.0	1640342
chr1	1640956	1641272	316	25.0	1640993
chr1	1645629	1645883	254	10.0	1645766
chr1	1646226	1646606	380	17.0	1646369
chr1	1646639	1646982	343	21.0	1646883
chr1	1647071	1647918	847	77.0	1647808
chr1	1648001	1648204	203	10.0	1648109
chr1	1648526	1648827	301	10.0	1648719
chr1	1649201	1649469	268	12.0	1649369
chr1	1649761	1649991	230	12.0	1649854
chr1	1650077	1650603	526	33.0	1650431
chr1	1650691	1650894	203	17.0	1650768
chr1	1657662	1657955	293	14.0	1657806
chr1	1660840	1661095	255	54.0	1660979
chr1	1661232	1661463	231	56.0	1661341
chr1	1662532	1662824	292	56.0	1662712
chr1	1663092	1663302	210	17.0	1663202
chr1	1664323	1664610	287	164.0	1664485
chr1	1664974	1665212	238	33.0	1665115
chr1	1665638	1665964	326	62.0	1665858
chr1	1667363	1667912	549	17.0	1667802
chr1	1668010	1668236	226	31.0	1668131
chr1	1671733	1672371	638	29.0	1671959
chr1	1672760	1672974	214	12.0	1672884
chr1	1684255	1684499	244	21.0	1684399
chr1	1685863	1686199	336	64.0	1686080
chr1	1686234	1686448	214	8.3	1686327
chr1	1687520	1687909	389	12.0	1687551
chr1	1687973	1688196	223	21.0	1688046
chr1	1688290	1689474	1184	46.0	1689064
chr1	1690273	1690610	337	19.0	1690461
chr1	1691927	1692159	232	12.0	1692048
chr1	1692199	1692849	650	23.0	1692523
chr1	1693196	1693474	278	17.0	1693448
chr1	1698115	1698646	531	66.0	1698483
chr1	1699351	1699601	250	19.0	1699482
chr1	1703243	1703536	293	91.0	1703367
chr1	1703600	1703893	293	149.0	1703744
chr1	1704592	1704809	217	12.0	1704702
chr1	1705158	1705435	277	23.0	1705294
chr1	1706266	1706521	255	23.0	1706379
chr1	1718434	1718876	442	33.0	1718801
chr1	1722612	1722914	302	91.0	1722783
chr1	1723878	1724120	242	43.0	1724007
chr1	1724516	1724750	234	8.3	1724721
chr1	1726544	1726762	218	21.0	1726629
chr1	1728869	1729096	227	25.0	1728978
chr1	1738131	1738374	243	23.0	1738266
chr1	1739164	1739697	533	35.0	1739566
chr1	1740074	1740375	301	17.0	1740222
chr1	1740632	1740900	268	79.0	1740771
chr1	1742101	1742376	275	17.0	1742232
chr1	1742485	1742819	334	91.0	1742687
chr1	1742852	1743130	278	29.0	1742990
chr1	1744603	1744844	241	31.0	1744736
chr1	1746316	1746541	225	19.0	1746418
chr1	1748085	1748591	506	39.0	1748222
chr1	1750997	1751279	282	79.0	1751202
chr1	1751534	1751787	253	31.0	1751697
chr1	1753739	1754031	292	14.0	1753844
chr1	1756036	1756280	244	12.0	1756164
chr1	1761706	1761911	205	58.0	1761810
chr1	1762022	1762238	216	25.0	1762134
chr1	1763219	1763447	228	27.0	1763341
chr1	1767809	1768230	421	118.0	1767958
chr1	1768696	1769290	594	101.0	1768844
chr1	1769902	1770171	269	56.0	1770001
chr1	1771003	1771290	287	25.0	1771113
chr1	1771519	1771736	217	21.0	1771644
chr1	1772363	1772594	231	14.0	1772472
chr1	1781439	1781794	355	19.0	1781526
chr1	1783755	1783958	203	23.0	1783837
chr1	1784211	1784628	417	19.0	1784357
chr1	1787460	1788012	552	27.0	1787871
chr1	1793361	1793587	226	23.0	1793458
chr1	1793913	1794188	275	41.0	1794109
chr1	1796424	1796692	268	33.0	1796546
chr1	1796763	1797001	238	8.3	1796953
chr1	1797388	1797671	283	68.0	1797538
chr1	1799939	1800232	293	25.0	1800128
chr1	1801300	1801880	580	122.0	1801449
chr1	1802663	1804277	1614	99.0	1803543
chr1	1805714	1806041	327	35.0	1805807
chr1	1806601	1806921	320	85.0	1806761
chr1	1809902	1810757	855	33.0	1810305
chr1	1810863	1811139	276	29.0	1811005
chr1	1811360	1811662	302	128.0	1811500
chr1	1811758	1812022	264	58.0	1811903
chr1	1812861	1813328	467	87.0	1813005
chr1	1815400	1815941	541	114.0	1815508
chr1	1816991	1817268	277	31.0	1817050
chr1	1819960	1820301	341	46.0	1820186
chr1	1821426	1822087	661	21.0	1821562
chr1	2118724	2119052	328	25.0	2118847
chr1	2119102	2119470	368	33.0	2119242
chr1	2122168	2122647	479	35.0	2122462
chr1	2134636	2134869	233	10.0	2134766
chr1	2256547	2256879	332	23.0	2256654
chr1	2297963	2298259	296	10.0	2298201
chr1	2299099	2299306	207	25.0	2299199
chr1	2300510	2300727	217	33.0	2300595
chr1	2302104	2302465	361	99.0	2302227
chr1	2307025	2307236	211	8.3	2307101
chr1	2307481	2307733	252	19.0	2307601
chr1	2308041	2309293	1252	27.0	2308620
chr1	2314414	2314730	316	12.0	2314584
chr1	2314795	2316203	1408	75.0	2315422
chr1	2317872	2318162	290	14.0	2317938
chr1	2320315	2320547	232	29.0	2320437
chr1	2322192	2322406	214	8.3	2322301
chr1	2335934	2336234	300	29.0	2336035
chr1	2336298	2336562	264	29.0	2336423
chr1	2336621	2337063	442	31.0	2336779
chr1	2340243	2341220	977	37.0	2341057
chr1	2341258	2341614	356	29.0	2341413
chr1	2341646	2342290	644	43.0	2341763
chr1	2342724	2343150	426	21.0	2342836
chr1	2431620	2432214	594	21.0	2432128
chr1	2432705	2432981	276	8.3	2432843
chr1	2433625	2433837	212	12.0	2433716
chr1	2434264	2436241	1977	29.0	2435201
chr1	2437565	2437993	428	23.0	2437711
chr1	2438336	2438686	350	12.0	2438436
chr1	2438733	2439663	930	17.0	2439064
chr1	2440323	2440794	471	25.0	2440438
chr1	2441148	2442224	1076	23.0	2441293
chr1	2442274	2442585	311	17.0	2442398
chr1	2446354	2446708	354	19.0	2446620
chr1	2446874	2447924	1050	46.0	2447457
chr1	2449177	2449412	235	14.0	2449274
chr1	2449833	2450214	381	39.0	2449969
chr1	2451443	2451722	279	21.0	2451586
chr1	2452029	2452299	270	31.0	2452151
chr1	2454689	2454930	241	25.0	2454798
chr1	2454993	2455567	574	37.0	2455313
chr1	2455730	2456426	696	21.0	2456088
chr1	2571055	2571261	206	12.0	2571149
chr1	2572935	2573198	263	14.0	2573067
chr1	2573273	2573579	306	17.0	2573410
chr1	2573632	2574063	431	39.0	2573880
